user_id,products,reviews
1467220,169,19
1489809,78,13
1584518,168,83
1606458,46,30
1613946,18,11
1628198,264,38
1640445,54,12
1646734,81,16
1886814,107,40
2009047,326,32
2020714,44,12
2020986,279,29
2056011,42,11
2081050,35,19
2119892,502,49
2183040,53,18
2210531,36,19
2244001,16,12
2317527,256,761
2324358,87,23
2388023,26,16
2469165,180,22
2510975,177,24
2539310,17,11
2699935,66,26
2703145,67,25
2852632,125,11
2888423,57,26
2942095,44,10
2974070,169,11
3011819,365,23
3086250,80,10
3173075,36,13
3187403,71,17
3202505,327,14
3203844,161,20
3316630,252,38
3318184,64,22
3335344,81,24
3478915,373,11
3510123,87,31
3513643,58,16
3526169,18,10
3603603,158,24
3648642,32,18
3703631,56,12
3775449,83,18
3794448,30,11
3805814,52,22
3871852,18,11
3879843,304,40
3906817,122,10
4031931,275,17
4258833,24,16
4584867,146,16
4653056,55,13
4836479,116,23
7444482,957,61
11391224,1228,54
11541650,402,37
12078338,2133,39
4764355,2231,108
4792485,568,27
4966654,685,65
5912571,392,104
7205319,1644,53
7872788,1095,154
8293396,239,133
8558505,1125,85
8674754,306,21
9221813,452,57
9669489,484,26
9888299,422,75
9974600,405,73
10072755,971,37
10652938,670,35
10653116,324,44
10752150,262,41
10860707,94,48
10861590,300,60
10939285,749,29
11150156,646,34
11243434,295,25
11250588,715,28
11395667,260,14
11568027,985,89
11573645,355,28
11578721,485,23
11594845,379,103
11597079,1825,60
11605857,846,162
11745558,332,106
11781338,436,45
11790818,330,18
11834428,620,205
11876404,528,48
11932804,656,75
11951080,761,191
11956725,547,66
11974820,1171,107
11976623,1453,13
12030201,213,11
12108387,3676,83
12110731,394,45
12163093,983,100
12163499,296,31
12183434,2235,177
12196886,223,33
12201857,152,77
12208606,313,24
12208703,522,16
12240041,284,30
12312157,262,39
12324371,1887,12
12331905,279,42
12397749,277,26
12408615,154,16
12595435,459,32
12731436,478,33
13023556,196,31
13255540,175,17
13327457,291,56
13681258,134,30
14245481,622,41
133446,420,25
550528,597,19
634326,415,103
960938,415,16
1701537,358,27
1826342,348,73
1975615,73,15
1978722,486,60
2419654,1222,108
2663442,107,63
2928027,387,15
2970168,454,26
2988539,217,18
3116710,5583,86
3310931,319,55
3351474,343,267
3408161,129,22
3431217,110,17
3464618,852,23
3542646,893,110
3687860,143,34
3781093,514,37
3843507,254,14
3999409,130,12
4044492,214,32
4132251,116,39
4132957,132,26
4216917,819,42
4218044,142,14
4332455,286,67
4378939,232,50
4384437,118,25
4413186,534,92
4434642,266,33
4576531,205,24
4579553,178,16
4638816,116,35
4640125,268,48
4793791,101,20
4842350,368,64
4984946,222,49
5024693,1655,219
5040416,590,71
5042949,131,18
5046712,314,11
5078224,566,35
5080296,1414,110
5129123,122,28
5164899,405,50
5181974,639,79
5223268,1571,37
5292205,656,48
5336005,630,24
5339020,133,44
5370607,110,29
5373112,272,126
5376191,501,58
5435855,681,64
5539295,575,31
5604523,462,44
5609965,419,21
5610963,365,76
5678875,126,17
5679575,323,101
5691490,143,18
5711344,225,57
5724145,59,14
5738804,166,34
5745939,460,101
5746157,490,62
5791140,86,12
5796606,195,17
5796768,163,15
5869819,858,206
5879939,1321,169
5902340,197,26
5953011,450,25
6023383,128,39
6077954,418,41
6087286,585,19
6160141,120,17
6226717,286,40
6288536,27,11
6289498,132,21
6328546,111,21
6405666,4114,79
6429738,516,20
6472532,1770,23
6535946,226,97
6538609,1040,18
6569044,124,59
6611578,1225,24
6643566,1113,113
6849771,696,55
6871006,79,21
6904970,364,33
6916506,139,57
6968753,345,36
7077557,845,41
7085345,425,37
7089803,113,22
7108913,212,34
7138385,295,26
7235234,114,14
7245712,86,21
7258160,52,25
7280310,330,34
7283548,104,17
7324190,87,14
7358168,166,44
7367037,446,60
7453136,71,15
7455040,2051,1198
7504147,58,27
7513885,153,28
7519270,141,27
7521461,142,19
7576446,68,13
7682448,180,18
7763599,364,19
7763641,166,43
7772913,115,19
7832149,56,14
7889829,773,120
7898466,230,15
8018635,2378,84
8019115,507,120
8037019,75,24
8037518,84,22
8074517,177,25
8108289,747,71
8111530,137,19
8127383,270,50
8141171,436,25
8162112,83,22
8180832,270,21
8212721,133,16
8246709,1860,45
8259680,480,19
8271450,107,24
8331888,54,10
